employeeid,environmentsatisfaction,jobsatisfaction,worklifebalance,age,businesstravel,department,distancefromhome,education,educationfield,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,jobinvolvement,performancerating,retirementdate,retirementtype,resignationreason
2815,2.0,3.0,3.0,31,travel_rarely,research & development,15,1,medical,female,2,sales executive,married,40660,3,22,0,4.0,2,2,2,2,2,4,2016-01-19,resignation,others
2816,3.0,3.0,3.0,41,travel_rarely,research & development,17,2,other,male,1,manufacturing director,divorced,52080,3,11,3,12.0,2,9,0,7,1,3,,,
2817,3.0,3.0,3.0,26,travel_rarely,research & development,17,4,life sciences,male,2,sales executive,married,48770,1,13,1,8.0,5,8,5,7,4,3,,,
2818,2.0,2.0,3.0,36,travel_rarely,human resources,25,1,human resources,male,2,research scientist,divorced,31170,6,21,1,7.0,2,3,0,1,4,4,,,
2820,4.0,3.0,4.0,39,travel_rarely,research & development,7,3,life sciences,female,1,research scientist,married,196580,4,13,1,17.0,3,15,5,9,4,3,,,
2821,1.0,3.0,3.0,25,travel_rarely,sales,29,1,medical,female,3,research scientist,married,30690,2,14,1,6.0,3,2,2,2,2,3,,,
2822,3.0,4.0,1.0,30,travel_rarely,research & development,21,1,medical,male,2,laboratory technician,married,104350,0,11,0,12.0,5,11,4,7,3,3,,,
2823,1.0,1.0,4.0,32,travel_rarely,research & development,2,4,life sciences,female,2,research director,single,41480,7,15,0,10.0,0,5,0,4,2,3,2016-03-03,resignation,others
2824,3.0,4.0,2.0,45,travel_rarely,research & development,2,1,technical degree,female,2,healthcare representative,single,57680,5,23,1,9.0,4,6,0,3,3,4,,,
2825,4.0,3.0,3.0,38,travel_rarely,research & development,7,4,life sciences,female,2,research director,single,50420,3,16,1,19.0,4,3,2,2,3,3,,,
2826,1.0,3.0,2.0,30,travel_rarely,sales,13,3,marketing,female,2,laboratory technician,single,57700,1,16,1,5.0,2,5,0,4,4,3,,,
2827,4.0,4.0,4.0,32,travel_frequently,sales,2,3,marketing,male,3,laboratory technician,divorced,77560,0,21,0,9.0,3,8,0,7,3,4,,,
2828,4.0,1.0,3.0,30,travel_rarely,research & development,1,3,medical,female,3,sales executive,divorced,103060,5,13,0,8.0,5,3,2,2,3,3,,,
2829,2.0,4.0,3.0,30,travel_rarely,sales,9,3,medical,male,2,research scientist,single,39360,0,11,1,6.0,3,5,1,2,3,3,,,
2830,4.0,1.0,2.0,41,travel_frequently,sales,10,2,medical,female,3,manufacturing director,divorced,79450,4,12,1,21.0,6,7,7,7,2,3,,,
2831,3.0,1.0,3.0,41,travel_rarely,research & development,10,4,medical,male,4,research scientist,married,57430,2,12,3,7.0,2,5,1,4,4,3,,,
2832,2.0,2.0,3.0,19,travel_rarely,research & development,1,3,other,female,5,manufacturing director,single,152020,1,18,3,1.0,2,1,0,0,2,3,,,
2833,2.0,2.0,3.0,40,travel_frequently,research & development,26,4,medical,male,2,manufacturing director,divorced,54400,1,12,1,20.0,2,20,2,13,3,3,,,
2834,3.0,2.0,3.0,35,travel_rarely,sales,8,1,marketing,female,3,laboratory technician,married,37600,1,14,3,10.0,2,10,0,6,3,3,,,
2835,2.0,3.0,1.0,53,travel_rarely,sales,14,2,life sciences,female,5,manufacturing director,married,35170,2,12,1,13.0,1,7,4,5,2,3,,,
2836,2.0,2.0,1.0,45,travel_rarely,sales,1,4,technical degree,male,1,research scientist,divorced,25800,8,17,3,20.0,3,17,0,15,3,3,,,
2837,2.0,4.0,3.0,32,travel_frequently,sales,2,2,life sciences,female,1,manufacturing director,single,21660,1,19,1,9.0,4,9,3,7,1,3,,,
2838,4.0,3.0,3.0,29,non-travel,research & development,10,4,technical degree,male,3,healthcare representative,married,58690,1,11,1,10.0,6,10,0,9,4,3,,,
2839,2.0,3.0,3.0,51,travel_rarely,research & development,1,3,other,female,3,research director,married,80080,2,15,1,10.0,4,1,0,0,3,3,,,
2840,2.0,2.0,2.0,58,travel_rarely,sales,3,3,marketing,female,1,research scientist,married,52060,4,11,3,9.0,4,1,0,0,1,3,,,
2841,3.0,4.0,2.0,40,travel_rarely,research & development,11,2,technical degree,male,4,laboratory technician,married,52950,7,18,0,15.0,4,12,2,11,3,3,,,
2842,3.0,3.0,3.0,34,travel_frequently,sales,24,4,marketing,male,2,manufacturing director,married,164130,6,16,0,6.0,1,4,1,2,3,3,,,
2843,3.0,4.0,3.0,22,travel_rarely,research & development,3,3,medical,male,1,laboratory technician,married,132690,1,25,1,2.0,2,2,2,2,3,4,,,
2844,4.0,2.0,1.0,27,non-travel,research & development,3,3,medical,male,1,healthcare representative,divorced,27830,6,16,1,6.0,2,2,2,2,4,3,,,
2845,3.0,4.0,1.0,28,travel_rarely,sales,4,4,life sciences,male,2,healthcare representative,married,54330,1,13,1,5.0,4,5,0,2,2,3,,,
2846,3.0,4.0,1.0,57,travel_rarely,research & development,3,3,life sciences,male,2,manufacturing director,divorced,20130,3,14,1,12.0,5,5,1,4,3,3,,,
2847,3.0,3.0,2.0,27,non-travel,research & development,2,3,life sciences,male,1,manufacturing director,divorced,139660,1,19,0,1.0,1,1,0,1,3,3,,,
2848,3.0,2.0,3.0,50,travel_rarely,research & development,4,3,life sciences,female,2,manufacturing director,single,43740,3,15,1,21.0,5,5,4,4,4,3,,,
2849,1.0,3.0,3.0,41,travel_rarely,sales,7,4,marketing,male,4,laboratory technician,divorced,68420,4,12,1,13.0,3,9,1,8,3,3,,,
2850,2.0,4.0,3.0,30,travel_rarely,human resources,1,4,human resources,female,1,manager,married,174260,2,12,1,12.0,0,10,7,4,2,3,,,
2851,1.0,4.0,4.0,38,travel_rarely,sales,1,1,medical,male,2,laboratory technician,single,176030,4,16,0,12.0,0,8,0,7,2,3,,,
2852,3.0,3.0,3.0,32,travel_rarely,research & development,20,3,medical,female,1,manufacturing director,single,45810,3,14,1,8.0,3,5,1,4,3,3,,,
2853,3.0,2.0,2.0,27,travel_rarely,research & development,5,4,medical,male,2,healthcare representative,married,47350,0,13,0,6.0,2,5,1,1,3,3,,,
2854,3.0,1.0,4.0,19,travel_frequently,research & development,10,2,life sciences,male,2,healthcare representative,single,41870,0,22,1,1.0,4,0,0,0,3,4,2016-10-20,resignation,stress
2855,4.0,2.0,2.0,36,travel_frequently,sales,25,3,marketing,female,2,research director,single,55050,4,21,2,13.0,3,8,7,2,3,4,,,
2856,3.0,1.0,3.0,30,non-travel,sales,1,3,medical,female,1,sales executive,divorced,54700,1,18,1,12.0,2,12,6,10,3,3,,,
2857,3.0,1.0,4.0,45,travel_rarely,research & development,24,2,medical,male,2,sales executive,divorced,54760,4,13,1,9.0,3,5,0,3,3,3,,,
2858,3.0,1.0,3.0,56,travel_rarely,research & development,4,3,life sciences,male,4,manager,divorced,25870,4,12,0,19.0,2,2,2,2,2,3,,,
2859,3.0,4.0,4.0,33,travel_rarely,research & development,2,2,medical,male,1,sales executive,single,24400,0,18,3,4.0,4,3,0,2,3,3,,,
2860,2.0,4.0,2.0,19,travel_rarely,research & development,8,2,life sciences,male,2,sales executive,single,159720,1,21,0,1.0,2,1,1,0,3,4,2016-12-04,resignation,salary
2861,2.0,1.0,3.0,46,travel_rarely,research & development,10,3,technical degree,female,2,laboratory technician,divorced,153790,1,12,0,24.0,1,24,15,7,1,3,,,
2862,3.0,4.0,3.0,38,travel_rarely,sales,4,4,life sciences,male,1,manufacturing director,single,70820,1,14,0,2.0,3,2,2,1,4,3,,,
2863,3.0,4.0,3.0,31,travel_rarely,sales,2,5,life sciences,male,2,sales representative,married,27280,8,11,0,7.0,3,4,0,2,4,3,,,
2864,4.0,2.0,3.0,34,travel_rarely,sales,9,3,marketing,female,2,manager,single,53680,2,14,1,9.0,2,3,1,2,3,3,,,
2865,2.0,2.0,2.0,41,travel_rarely,research & development,18,4,life sciences,male,5,laboratory technician,single,53470,1,24,1,4.0,1,4,0,2,3,4,2016-11-06,resignation,salary
2866,3.0,3.0,2.0,50,travel_rarely,sales,19,4,marketing,male,3,sales executive,married,31950,2,11,0,5.0,4,3,0,2,2,3,,,
2867,4.0,1.0,3.0,53,travel_rarely,sales,1,2,life sciences,male,1,manager,divorced,39890,1,13,0,5.0,2,4,1,3,3,3,,,
2868,4.0,2.0,3.0,33,travel_rarely,research & development,4,3,life sciences,male,1,human resources,married,33060,1,11,3,8.0,6,8,1,6,1,3,,,
2869,4.0,3.0,3.0,40,travel_rarely,research & development,11,3,life sciences,female,2,sales executive,married,70050,1,20,2,21.0,2,20,9,9,3,4,,,
2870,3.0,2.0,3.0,55,travel_rarely,research & development,6,1,life sciences,female,2,laboratory technician,single,26550,8,17,0,36.0,0,24,2,15,2,3,,,
2871,4.0,3.0,2.0,34,travel_frequently,human resources,7,4,other,female,1,research scientist,married,13930,1,11,2,10.0,4,10,1,9,4,3,,,
2872,4.0,2.0,3.0,51,travel_rarely,human resources,4,2,human resources,male,2,sales representative,single,25700,3,18,0,21.0,2,7,1,0,3,3,,,
2873,3.0,3.0,3.0,52,travel_rarely,research & development,2,4,medical,female,2,sales representative,married,35370,0,11,1,34.0,3,33,11,9,3,3,,,
2874,4.0,2.0,2.0,27,travel_rarely,sales,15,3,marketing,male,1,research scientist,single,39860,1,12,2,7.0,3,7,0,3,3,3,,,
2875,2.0,3.0,3.0,35,travel_rarely,research & development,2,4,life sciences,female,2,research director,married,108830,3,12,0,8.0,3,1,0,1,4,3,2016-02-19,resignation,others
2876,4.0,3.0,4.0,43,non-travel,research & development,6,2,medical,male,1,healthcare representative,divorced,20280,4,20,1,7.0,2,5,2,2,2,4,,,
2877,1.0,4.0,3.0,45,non-travel,research & development,9,2,medical,female,1,sales executive,married,95250,9,19,0,22.0,3,20,11,8,3,3,,,
2878,2.0,1.0,2.0,37,travel_rarely,research & development,7,3,life sciences,female,1,research scientist,married,29290,1,12,0,8.0,2,8,1,7,1,3,,,
2879,2.0,2.0,3.0,35,travel_frequently,research & development,1,3,other,male,2,research director,single,22750,5,13,0,10.0,2,6,1,2,4,3,,,
2880,3.0,3.0,3.0,42,non-travel,research & development,1,1,technical degree,male,2,sales executive,divorced,78790,2,11,1,11.0,2,5,0,2,3,3,,,
2881,4.0,3.0,3.0,38,travel_rarely,sales,8,2,marketing,male,5,research scientist,married,49300,9,14,0,14.0,0,1,0,0,3,3,,,
2882,4.0,4.0,1.0,38,travel_rarely,human resources,25,1,human resources,female,1,manufacturing director,married,78470,3,14,1,9.0,3,7,1,7,4,3,,,
2883,3.0,1.0,3.0,27,travel_frequently,research & development,13,4,medical,male,1,manager,married,44010,5,13,0,6.0,4,2,2,0,2,3,,,
2884,4.0,4.0,3.0,49,non-travel,research & development,23,1,other,female,2,sales executive,divorced,92410,1,19,1,7.0,5,7,1,7,3,3,,,
2885,4.0,3.0,4.0,34,travel_frequently,research & development,7,2,medical,male,4,sales representative,divorced,29740,1,23,0,5.0,2,5,2,0,3,4,,,
2886,3.0,4.0,4.0,40,travel_rarely,research & development,23,3,medical,female,1,laboratory technician,married,45020,8,12,2,15.0,0,7,3,7,2,3,,,
2887,2.0,1.0,3.0,38,travel_rarely,sales,6,4,life sciences,female,3,research scientist,married,107480,7,15,0,17.0,3,1,0,0,3,3,2016-09-19,resignation,others
2888,2.0,4.0,2.0,29,travel_rarely,sales,10,2,life sciences,female,2,research scientist,married,15550,1,19,2,10.0,2,10,1,9,3,3,2016-05-08,resignation,others
2889,4.0,2.0,2.0,22,travel_rarely,research & development,1,3,life sciences,female,4,healthcare representative,divorced,129360,1,11,2,4.0,3,4,2,2,3,3,,,
2890,2.0,4.0,3.0,36,travel_frequently,research & development,1,3,life sciences,female,2,laboratory technician,single,23050,1,17,0,8.0,3,8,1,7,3,3,,,
2891,4.0,4.0,1.0,40,non-travel,research & development,28,2,life sciences,male,1,manufacturing director,married,167040,9,22,0,5.0,2,3,0,2,4,4,,,
2892,4.0,1.0,3.0,46,travel_rarely,research & development,25,1,medical,male,5,research scientist,divorced,34330,7,18,0,17.0,3,4,0,3,3,3,,,
2893,4.0,4.0,2.0,32,travel_rarely,research & development,5,3,medical,male,1,healthcare representative,married,34770,1,11,0,14.0,2,14,9,8,4,3,2016-01-22,resignation,others
2894,3.0,3.0,3.0,30,non-travel,research & development,17,4,life sciences,male,2,healthcare representative,single,64300,1,12,1,12.0,2,11,5,8,2,3,,,
2895,4.0,3.0,3.0,27,travel_frequently,research & development,18,2,medical,female,1,laboratory technician,single,65160,1,19,1,7.0,4,7,0,7,3,3,,,
2896,2.0,2.0,1.0,51,travel_rarely,research & development,2,1,medical,female,1,manufacturing director,married,39070,5,13,0,16.0,2,10,4,7,3,3,,,
2897,4.0,1.0,3.0,30,travel_rarely,research & development,10,4,life sciences,female,2,research scientist,single,55620,5,13,0,8.0,3,5,0,4,2,3,2016-12-13,resignation,others
2898,4.0,4.0,3.0,41,travel_rarely,research & development,1,3,life sciences,male,2,human resources,single,68830,3,19,2,16.0,3,1,0,0,2,3,,,
2899,3.0,1.0,3.0,30,travel_frequently,sales,3,2,medical,male,2,healthcare representative,single,28620,5,14,0,9.0,2,6,0,1,2,3,2016-04-03,resignation,salary
2900,3.0,3.0,2.0,29,travel_rarely,research & development,2,3,life sciences,male,1,sales executive,single,49780,0,13,0,7.0,3,6,1,5,2,3,2016-07-22,resignation,others
2901,4.0,4.0,3.0,45,non-travel,research & development,2,3,medical,female,2,research scientist,single,103680,6,12,2,23.0,2,19,12,8,3,3,,,
2902,4.0,1.0,3.0,54,travel_rarely,sales,8,2,marketing,female,2,laboratory technician,married,61340,2,19,0,16.0,2,6,0,5,2,3,,,
2903,4.0,2.0,4.0,36,travel_rarely,research & development,16,4,life sciences,male,1,healthcare representative,single,67350,8,25,2,16.0,3,13,3,7,2,4,,,
2904,3.0,2.0,3.0,33,travel_rarely,sales,9,1,other,female,3,sales executive,married,32950,6,22,2,7.0,2,3,1,1,3,4,,,
2905,2.0,4.0,3.0,37,travel_frequently,sales,2,4,life sciences,male,2,laboratory technician,divorced,52380,1,15,1,10.0,5,10,0,7,3,3,,,
2906,1.0,3.0,2.0,38,travel_rarely,research & development,1,2,medical,male,4,laboratory technician,divorced,64720,0,12,0,17.0,4,16,5,13,3,3,,,
2907,3.0,3.0,3.0,31,non-travel,sales,4,1,medical,female,3,research scientist,married,96100,0,11,1,6.0,2,5,1,4,2,3,,,
2908,3.0,4.0,3.0,59,travel_rarely,research & development,5,3,life sciences,female,3,manager,married,198330,3,13,0,7.0,2,1,0,0,3,3,,,
2909,1.0,4.0,3.0,37,travel_frequently,sales,2,3,marketing,female,2,laboratory technician,divorced,97560,4,19,0,13.0,2,9,5,8,3,3,,,
2910,2.0,4.0,3.0,29,travel_frequently,sales,15,4,medical,female,1,sales executive,married,49680,1,19,3,11.0,4,11,4,1,3,3,,,
2911,3.0,3.0,4.0,35,travel_frequently,research & development,19,3,life sciences,female,1,sales executive,single,21450,1,13,0,10.0,6,10,0,8,2,3,,,
2912,3.0,4.0,2.0,29,travel_rarely,research & development,7,1,life sciences,female,1,research scientist,single,21800,1,21,0,4.0,2,4,0,1,3,4,2016-02-01,resignation,salary
2913,3.0,4.0,2.0,52,travel_rarely,research & development,1,2,medical,female,4,manager,single,83460,7,14,0,6.0,5,2,2,2,3,3,,,
2914,3.0,4.0,3.0,42,travel_rarely,research & development,7,4,life sciences,female,2,sales executive,married,34450,1,11,2,22.0,2,22,11,15,3,3,,,
2915,2.0,3.0,2.0,59,travel_rarely,research & development,4,4,technical degree,male,1,healthcare representative,married,27600,8,11,0,7.0,3,2,2,2,4,3,,,
2916,4.0,4.0,2.0,50,travel_rarely,research & development,11,2,life sciences,male,2,sales executive,divorced,62940,3,23,1,32.0,2,7,0,6,4,4,,,
2917,3.0,4.0,1.0,33,travel_rarely,sales,11,4,marketing,male,1,research scientist,married,71400,5,21,0,8.0,2,5,0,4,2,4,2016-11-15,resignation,others
2918,4.0,4.0,3.0,43,travel_rarely,sales,1,3,marketing,female,2,manufacturing director,married,29320,5,24,0,22.0,3,17,1,9,3,4,,,
2919,1.0,1.0,4.0,33,travel_rarely,sales,1,3,life sciences,male,2,manager,married,51470,7,11,0,13.0,2,9,1,7,3,3,2016-08-08,resignation,stress
2920,1.0,3.0,4.0,52,non-travel,research & development,2,3,technical degree,male,1,sales executive,single,45070,1,14,0,33.0,3,33,15,12,2,3,,,
2921,3.0,2.0,3.0,32,travel_rarely,human resources,13,4,life sciences,female,3,manufacturing director,married,85640,2,16,1,6.0,2,4,1,2,2,3,,,
2922,4.0,3.0,1.0,32,travel_rarely,sales,23,1,life sciences,male,3,healthcare representative,single,24680,0,11,0,4.0,2,3,1,2,3,3,2016-10-10,resignation,salary
2923,3.0,3.0,3.0,39,travel_rarely,sales,26,4,life sciences,male,2,research director,divorced,81610,7,12,1,7.0,2,3,1,2,4,3,,,
2924,3.0,4.0,3.0,32,non-travel,sales,2,4,marketing,male,4,research scientist,married,21090,0,13,1,4.0,3,3,2,2,2,3,,,
2925,3.0,1.0,2.0,41,travel_rarely,sales,29,3,life sciences,female,2,laboratory technician,divorced,52940,2,15,0,17.0,3,1,0,0,2,3,,,
2926,3.0,4.0,3.0,40,travel_rarely,research & development,2,3,life sciences,male,1,manufacturing director,divorced,27180,1,14,1,9.0,4,9,4,7,2,3,,,
2927,3.0,4.0,3.0,45,travel_rarely,research & development,18,1,life sciences,female,2,sales representative,married,58110,0,14,0,25.0,4,24,1,7,2,3,,,
2928,2.0,3.0,3.0,31,travel_frequently,research & development,7,4,medical,male,1,research scientist,divorced,24370,9,14,1,9.0,3,2,2,2,4,3,,,
2929,3.0,4.0,2.0,33,travel_rarely,research & development,2,4,life sciences,female,1,sales executive,married,27660,1,12,1,2.0,2,2,0,2,3,3,,,
2930,4.0,1.0,3.0,34,travel_rarely,research & development,26,3,other,female,1,sales executive,married,190380,6,13,0,13.0,3,11,5,9,2,3,,,
2931,3.0,1.0,2.0,37,travel_rarely,research & development,22,5,medical,female,2,manufacturing director,married,30550,2,14,3,17.0,3,3,0,2,3,3,,,
2932,1.0,3.0,3.0,45,travel_frequently,sales,21,1,marketing,male,3,research scientist,married,22890,4,13,0,9.0,3,3,0,2,2,3,,,
2933,1.0,3.0,3.0,37,travel_frequently,sales,2,3,marketing,male,1,laboratory technician,divorced,40010,6,11,1,17.0,2,1,0,0,3,3,2016-10-10,resignation,stress
2934,3.0,3.0,3.0,39,travel_frequently,research & development,22,3,medical,female,1,manufacturing director,single,129650,0,19,1,20.0,2,19,11,8,3,3,,,
2935,3.0,4.0,3.0,29,travel_rarely,sales,4,3,other,female,2,human resources,single,35390,1,18,0,6.0,2,6,1,5,2,3,,,
2936,4.0,1.0,3.0,42,travel_rarely,research & development,5,4,medical,female,1,research scientist,single,60290,3,17,1,10.0,5,3,0,2,3,3,,,
2937,4.0,4.0,3.0,29,travel_rarely,research & development,2,4,medical,male,1,laboratory technician,divorced,26790,2,15,0,10.0,2,3,0,2,2,3,,,
2938,1.0,3.0,3.0,25,travel_rarely,research & development,25,2,life sciences,male,2,sales executive,married,37020,0,20,0,5.0,4,4,1,2,3,4,,,
2939,4.0,1.0,3.0,42,travel_rarely,sales,18,2,medical,male,1,laboratory technician,divorced,23980,0,14,1,10.0,2,9,7,8,2,3,,,
2940,1.0,3.0,3.0,40,travel_rarely,research & development,28,3,medical,male,2,laboratory technician,divorced,54680,0,12,0,22.0,6,21,3,9,4,3,,,
2941,3.0,4.0,2.0,51,travel_rarely,sales,6,2,life sciences,female,1,healthcare representative,married,131160,1,11,0,1.0,6,1,0,0,3,3,,,
2942,3.0,2.0,4.0,31,travel_frequently,research & development,10,1,life sciences,female,1,research scientist,single,41890,0,23,1,6.0,3,5,1,4,2,4,2016-03-19,resignation,salary
2943,2.0,2.0,1.0,32,travel_frequently,research & development,17,4,other,male,4,sales executive,married,193280,1,15,3,5.0,2,5,0,3,3,3,,,
2944,4.0,4.0,3.0,38,non-travel,research & development,2,5,life sciences,male,3,human resources,married,83210,3,11,3,13.0,5,8,7,5,2,3,,,
2945,4.0,1.0,3.0,32,travel_rarely,research & development,10,1,medical,male,1,sales executive,single,23420,4,12,2,9.0,2,6,0,4,3,3,,,
2946,3.0,2.0,2.0,46,travel_rarely,research & development,8,3,life sciences,female,4,research director,married,40710,3,13,0,28.0,5,7,7,7,3,3,,,
2947,1.0,3.0,1.0,28,travel_rarely,research & development,11,2,medical,male,2,sales executive,single,58130,2,20,1,5.0,2,0,0,0,3,4,2016-03-03,resignation,stress
2948,1.0,2.0,3.0,29,travel_rarely,research & development,18,3,life sciences,male,2,sales executive,married,31430,2,22,3,10.0,2,0,0,0,3,4,,,
2949,2.0,4.0,3.0,31,travel_rarely,research & development,1,3,life sciences,male,3,laboratory technician,married,20440,0,21,0,10.0,2,9,7,8,3,4,,,
2950,2.0,1.0,3.0,25,non-travel,research & development,7,4,medical,female,4,laboratory technician,divorced,134640,1,13,1,6.0,2,6,1,5,3,3,,,
2951,3.0,4.0,3.0,45,travel_rarely,research & development,17,2,medical,male,2,laboratory technician,married,79910,0,13,2,21.0,2,20,4,10,2,3,,,
2952,4.0,4.0,3.0,36,travel_rarely,research & development,28,1,life sciences,male,1,laboratory technician,married,33770,0,12,2,16.0,2,15,10,11,3,3,,,
2953,4.0,1.0,3.0,55,travel_rarely,research & development,14,4,life sciences,female,1,sales executive,single,55380,0,17,0,37.0,2,36,4,13,3,3,,,
2954,1.0,2.0,2.0,47,non-travel,research & development,1,1,medical,male,1,research scientist,married,57620,1,11,2,10.0,4,10,9,9,2,3,2016-05-11,resignation,others
2955,4.0,4.0,2.0,28,travel_rarely,research & development,1,3,life sciences,male,1,manufacturing director,married,25920,1,14,0,5.0,2,5,0,4,3,3,,,
2956,3.0,4.0,4.0,37,travel_rarely,research & development,1,3,life sciences,male,2,healthcare representative,married,53460,4,11,0,7.0,2,5,0,1,3,3,,,
2957,4.0,3.0,4.0,21,travel_rarely,research & development,3,2,life sciences,male,1,laboratory technician,single,42130,1,12,3,3.0,3,3,1,0,2,3,,,
2958,1.0,4.0,3.0,37,non-travel,research & development,1,3,medical,male,2,sales executive,divorced,41270,2,13,1,15.0,2,5,0,2,3,3,,,
2959,2.0,2.0,2.0,35,travel_rarely,sales,7,4,life sciences,male,1,sales representative,divorced,24380,7,16,0,10.0,5,7,6,2,2,3,,,
